Name,Manufacturer,Technology,STC,PTC,A_c,Length,Width,N_s,I_sc_ref,V_oc_ref,I_mp_ref,V_mp_ref,alpha_sc,beta_oc,T_NOCT,gamma_r
Hanwha Q CELLS Q_PRO-G4 255,Hanwha Q CELLS,Multi-c-Si,255,230.8,1.527306,0.951,1.606,60,9.07,37.54,8.45,30.18,0.05,-0.302,47.2,-0.419
Hanwha Q CELLS Q_PRO-G4_SC 255,Hanwha Q CELLS,Multi-c-Si,255,232,1.598639,0.973,1.643,60,9.07,37.54,8.45,30.18,0.04,-0.32,44.8,-0.44
Hanwha Q CELLS Q_PRO BFR - G3 260,Hanwha Q CELLS,Multi-c-Si,260,236.5,1.653022,0.994,1.663,60,9.12,38.21,8.7,30.18,0.04,-0.32,44.8,-0.44
Hanwha Q CELLS Q_PRO BFR G4 260,Hanwha Q CELLS,Multi-c-Si,260,235.4,1.527306,0.951,1.606,60,9.15,37.77,8.53,30.46,0.05,-0.302,47.2,-0.419
Hanwha Q CELLS Q_PRO BFR-G4_1 260,Hanwha Q CELLS,Multi-c-Si,260,236.8,1.67,1,1.67,60,9.07,37.7,8.46,30.74,0.05,-0.29,47,-0.39
Hanwha Q CELLS Q_PRO BFR-G4_3 260,Hanwha Q CELLS,Multi-c-Si,260,233.9,1.67,1,1.67,60,8.85,38.1,8.48,30.7,0.05,-0.31,47.94,-0.42
Hanwha Q CELLS Q_PRO G4_1_SC 260,Hanwha Q CELLS,Multi-c-Si,260,236.9,1.67,1,1.67,60,9.07,37.7,8.46,30.74,0.05,-0.29,46.9,-0.39
Hanwha Q CELLS Q_PRO-G3 260,Hanwha Q CELLS,Multi-c-Si,260,236.5,1.653022,0.994,1.663,60,9.12,38.21,8.7,30.18,0.04,-0.32,44.8,-0.44
Hanwha Q CELLS Q_PRO-G4 260,Hanwha Q CELLS,Multi-c-Si,260,235.4,1.527306,0.951,1.606,60,9.15,37.77,8.53,30.46,0.05,-0.302,47.2,-0.419
Hanwha Q CELLS Q_PRO-G4_SC 260,Hanwha Q CELLS,Multi-c-Si,260,236.7,1.598639,0.973,1.643,60,9.15,37.77,8.53,30.46,0.04,-0.32,44.8,-0.44
Hanwha Q CELLS Q_PEAK BLK-G3 265,Hanwha Q CELLS,Mono-c-Si,265,237.2,1.653022,0.994,1.663,60,9.08,38.22,8.6,31.1,0.097,-0.342,49.1,-0.421
Hanwha Q CELLS Q_PEAK-G3 265,Hanwha Q CELLS,Mono-c-Si,265,237.9,1.653022,0.994,1.663,60,9.15,37.91,8.65,30.94,0.099,-0.349,46.8,-0.454
Hanwha Q CELLS Q_PRO BFR - G3 265,Hanwha Q CELLS,Multi-c-Si,265,241.1,1.653022,0.994,1.663,60,9.21,38.43,8.82,30.32,0.04,-0.32,44.8,-0.44
Hanwha Q CELLS Q_PRO BFR G4 265,Hanwha Q CELLS,Multi-c-Si,265,240.1,1.527306,0.951,1.606,60,9.23,38.01,8.62,30.75,0.05,-0.302,47.2,-0.419
Hanwha Q CELLS Q_PRO BFR-G4_1 265,Hanwha Q CELLS,Multi-c-Si,265,241.4,1.67,1,1.67,60,9.15,37.93,8.54,31.03,0.05,-0.29,47,-0.39
Hanwha Q CELLS Q_PRO BFR-G4_3 265,Hanwha Q CELLS,Multi-c-Si,265,238.5,1.67,1,1.67,60,8.98,38.2,8.61,30.8,0.05,-0.31,47.94,-0.42
Hanwha Q CELLS Q_PRO G4_1_SC 265,Hanwha Q CELLS,Multi-c-Si,265,241.5,1.67,1,1.67,60,9.15,37.93,8.54,31.03,0.05,-0.29,46.9,-0.39
Hanwha Q CELLS Q_PRO-G3 265,Hanwha Q CELLS,Multi-c-Si,265,241.1,1.653022,0.994,1.663,60,9.21,38.43,8.82,30.32,0.04,-0.32,44.8,-0.44
Hanwha Q CELLS Q_PRO-G4 265,Hanwha Q CELLS,Multi-c-Si,265,240.1,1.527306,0.951,1.606,60,9.23,38.01,8.62,30.75,0.05,-0.302,47.2,-0.419
Hanwha Q CELLS Q_PRO-G4_SC 265,Hanwha Q CELLS,Multi-c-Si,265,241.3,1.598639,0.973,1.643,60,9.23,38.01,8.62,30.75,0.04,-0.32,44.8,-0.44
Hanwha Q CELLS Q_PEAK BLK-G3 270,Hanwha Q CELLS,Mono-c-Si,270,241.8,1.653022,0.994,1.663,60,9.14,38.51,8.67,31.42,0.097,-0.342,49.1,-0.421
Hanwha Q CELLS Q_PEAK-G3 270,Hanwha Q CELLS,Mono-c-Si,270,242.5,1.653022,0.994,1.663,60,9.25,38.21,8.75,31.16,0.099,-0.349,46.8,-0.454
Hanwha Q CELLS Q_PLUS BFR G3_1 270,Hanwha Q CELLS,Multi-c-Si,270,247.3,1.67,1,1.67,60,9.29,38.46,8.7,31.04,0.04,-0.29,45.39,-0.4
Hanwha Q CELLS Q_PLUS BFR G4_1 270,Hanwha Q CELLS,Multi-c-Si,270,247.3,1.67,1,1.67,60,9.29,38.46,8.7,31.04,0.04,-0.29,45.39,-0.4
Hanwha Q CELLS Q_PLUS G4 270,Hanwha Q CELLS,Multi-c-Si,270,246.1,1.665,1,1.665,60,9.43,38.65,8.84,30.53,0.04,-0.29,46.5,-0.4
Hanwha Q CELLS Q_PLUS-G3 270,Hanwha Q CELLS,Multi-c-Si,270,246.1,1.5344,0.959,1.6,60,9.48,38.86,8.85,30.78,0.006,-0.319,46.6,-0.407
Hanwha Q CELLS Q_PLUS-G4_1_SC 270,Hanwha Q CELLS,Multi-c-Si,270,247,1.62688,0.992,1.64,60,9.3,38.53,8.72,30.98,0.04,-0.28,45.83,-0.4
Hanwha Q CELLS Q_PEAK BLK-G3 275,Hanwha Q CELLS,Mono-c-Si,275,246.5,1.653022,0.994,1.663,60,9.21,38.8,8.74,31.73,0.097,-0.342,49.1,-0.421
Hanwha Q CELLS Q_PEAK-G3 275,Hanwha Q CELLS,Mono-c-Si,275,247.1,1.653022,0.994,1.663,60,9.35,38.51,8.85,31.37,0.099,-0.349,46.8,-0.454
Hanwha Q CELLS Q_PLUS BFR G3_1 275,Hanwha Q CELLS,Multi-c-Si,275,252,1.67,1,1.67,60,9.35,38.72,8.77,31.36,0.04,-0.29,45.39,-0.4
Hanwha Q CELLS Q_PLUS BFR G4_1 275,Hanwha Q CELLS,Multi-c-Si,275,252,1.67,1,1.67,60,9.35,38.72,8.77,31.36,0.04,-0.29,45.39,-0.4
Hanwha Q CELLS Q_PLUS G4 275,Hanwha Q CELLS,Multi-c-Si,275,250.7,1.665,1,1.665,60,9.49,38.9,8.91,30.85,0.04,-0.29,46.5,-0.4
Hanwha Q CELLS Q_PLUS-G3 275,Hanwha Q CELLS,Multi-c-Si,275,250.8,1.5344,0.959,1.6,60,9.55,39.14,8.93,31.08,0.006,-0.319,46.6,-0.407
Hanwha Q CELLS Q_PLUS-G4_1_SC 275,Hanwha Q CELLS,Multi-c-Si,275,251.7,1.62688,0.992,1.64,60,9.36,38.78,8.79,31.3,0.04,-0.28,45.83,-0.4
Hanwha Q CELLS B_LINE PEAK BLK-G4_1 280,Hanwha Q CELLS,Multi-c-Si,280,256.5,1.67,1,1.67,60,9.49,38.62,8.89,31.5,0.039,-0.288,45.97,-0.392
Hanwha Q CELLS Q_PEAK-G3 280,Hanwha Q CELLS,Mono-c-Si,280,251.8,1.653022,0.994,1.663,60,9.45,38.81,8.95,31.58,0.099,-0.349,46.8,-0.454
Hanwha Q CELLS Q_PLUS BFR G3_1 280,Hanwha Q CELLS,Multi-c-Si,280,256.7,1.67,1,1.67,60,9.41,38.97,8.84,31.67,0.04,-0.29,45.39,-0.4
Hanwha Q CELLS Q_PLUS BFR G4_1 280,Hanwha Q CELLS,Multi-c-Si,280,256.7,1.67,1,1.67,60,9.41,38.97,8.84,31.67,0.04,-0.29,45.39,-0.4
Hanwha Q CELLS Q_PLUS BFR-G4_1_TAA 280,Hanwha Q CELLS,Multi-c-Si,280,256.7,1.67,1,1.67,60,9.41,38.97,8.84,31.67,0.04,-0.29,45.39,-0.4
Hanwha Q CELLS Q_PLUS G4 280,Hanwha Q CELLS,Multi-c-Si,280,255.4,1.665,1,1.665,60,9.55,39.16,8.99,31.16,0.04,-0.29,46.5,-0.4
Hanwha Q CELLS Q_PLUS-G3 280,Hanwha Q CELLS,Multi-c-Si,280,255.5,1.5344,0.959,1.6,60,9.62,39.41,9,31.38,0.006,-0.319,46.6,-0.407
Hanwha Q CELLS Q_PLUS-G4_1_SC 280,Hanwha Q CELLS,Multi-c-Si,280,256.7,1.67,1,1.67,60,9.41,38.97,8.84,31.67,0.04,-0.29,45.39,-0.4
Hanwha Q CELLS Q_PLUS-G4_3 280,Hanwha Q CELLS,Multi-c-Si,280,256.7,1.67,,,60,9.41,38.97,8.84,31.67,0.04,-0.29,45.39,-0.4
Hanwha Q CELLS Q_PLUS BFR-G4_1 282,Hanwha Q CELLS,Multi-c-Si,282,258.6,1.67,,,60,9.5,39.1,9,31.4,0.04,-0.29,45.39,-0.4
Hanwha Q CELLS B_LINE PEAK BLK-G4_1 285,Hanwha Q CELLS,Multi-c-Si,285,261.2,1.67,1,1.67,60,9.56,38.91,8.98,31.73,0.039,-0.288,45.97,-0.392
Hanwha Q CELLS B_LINE PEAK BLK-G4_1_SC 285,Hanwha Q CELLS,Multi-c-Si,285,261.2,1.67,1,1.67,60,9.56,38.91,8.98,31.73,0.039,-0.288,45.97,-0.392
Hanwha Q CELLS Q_PEAK BLK-G4_1 285,Hanwha Q CELLS,Multi-c-Si,285,261.2,1.67,1,1.67,60,9.56,38.91,8.98,31.73,0.039,-0.288,45.97,-0.392
Hanwha Q CELLS Q_PEAK BLK-G4_1_SC 285,Hanwha Q CELLS,Multi-c-Si,285,261.2,1.67,1,1.67,60,9.56,38.91,8.98,31.73,0.039,-0.288,45.97,-0.392
Hanwha Q CELLS Q_PEAK BLK-G4_1_TAA 285,Hanwha Q CELLS,Multi-c-Si,285,261.2,1.67,1,1.67,60,9.56,38.91,8.98,31.73,0.039,-0.288,45.97,-0.392
Hanwha Q CELLS Q_PLUS BFR-G4_1 285,Hanwha Q CELLS,Multi-c-Si,285,261.4,1.67,,,60,9.46,39.22,8.91,31.99,0.04,-0.29,45.39,-0.4
Hanwha Q CELLS Q_PLUS BFR-G4_1_TAA 285,Hanwha Q CELLS,Multi-c-Si,285,261.4,1.67,1,1.67,60,9.46,39.22,8.91,31.99,0.04,-0.29,45.39,-0.4
Hanwha Q CELLS Q_PLUS-G4_1_SC 285,Hanwha Q CELLS,Multi-c-Si,285,261.4,1.67,1,1.67,60,9.46,39.22,8.91,31.99,0.04,-0.29,45.39,-0.4
Hanwha Q CELLS Q_PLUS-G4_3 285,Hanwha Q CELLS,Multi-c-Si,285,261.4,1.67,,,60,9.46,39.22,8.91,31.99,0.04,-0.29,45.39,-0.4
Hanwha Q CELLS Q_PEAK BLK-G3_1 290,Hanwha Q CELLS,Mono-c-Si,290,265.1,1.67,1,1.67,60,9.63,39.19,9.07,31.96,0.044,-0.29,45.84,-0.408
Hanwha Q CELLS Q_PEAK BLK-G4_1 290,Hanwha Q CELLS,Mono-c-Si,290,265.9,1.67,,,60,9.63,38.19,9.07,31.96,0.039,-0.288,45.97,-0.392
Hanwha Q CELLS Q_PEAK BLK-G4_1_SC 290,Hanwha Q CELLS,Mono-c-Si,290,265.9,1.67,,,60,9.63,39.19,9.07,31.96,0.039,-0.288,45.97,-0.392
Hanwha Q CELLS Q_PEAK BLK-G4_1_TAA 290,Hanwha Q CELLS,Mono-c-Si,290,265.9,1.67,,,60,9.63,39.19,9.07,31.96,0.039,-0.288,45.97,-0.392
Hanwha Q CELLS Q_PEAK DUO BLK-G5 290,Hanwha Q CELLS,Mono-c-Si,290,266.2,1.621,,,120,9.61,38.94,9.14,31.71,0.047,-0.285,47.39,-0.366
Hanwha Q CELLS Q_PEAK-G4_1 290,Hanwha Q CELLS,Mono-c-Si,290,267.9,1.67,,,60,9.63,39.19,9.07,31.96,0.045,-0.28,44.89,-0.379
Hanwha Q CELLS Q_PLUS BFR-G4_1 290,Hanwha Q CELLS,Multi-c-Si,290,266.1,1.67,,,60,9.52,39.48,8.98,32.29,0.04,-0.29,45.39,-0.4
Hanwha Q CELLS Q_PLUS-BFR G4_1_TAA 290,Hanwha Q CELLS,Multi-c-Si,290,266.1,1.67,1,1.67,60,9.52,39.48,8.98,32.29,0.04,-0.29,45.39,-0.4
Hanwha Q CELLS Q_PLUS-G4_3 290,Hanwha Q CELLS,Multi-c-Si,290,266.1,1.67,,,60,9.52,39.48,8.98,32.29,0.04,-0.29,45.39,-0.4
Hanwha Q CELLS Q_PRO L 290,Hanwha Q CELLS,Multi-c-Si,290,258.3,1.932528,0.988,1.956,72,8.65,45,8.2,35.4,0.049,-0.319,47.7,-0.458
Hanwha Q CELLS Q_PEAK BLK-G3_1 295,Hanwha Q CELLS,Mono-c-Si,295,269.8,1.67,1,1.67,60,9.7,39.48,9.17,32.19,0.044,-0.29,45.84,-0.408
Hanwha Q CELLS Q_PEAK BLK-G4_1 295,Hanwha Q CELLS,Mono-c-Si,295,270.6,1.67,,,60,9.7,39.48,9.17,32.19,0.039,-0.288,45.97,-0.392
Hanwha Q CELLS Q_PEAK BLK-G4_1_SC 295,Hanwha Q CELLS,Mono-c-Si,295,270.6,1.67,,,60,9.7,39.48,9.17,32.19,0.039,-0.288,45.97,-0.392
Hanwha Q CELLS Q_PEAK BLK-G4_1_TAA 295,Hanwha Q CELLS,Mono-c-Si,295,270.6,1.67,,,60,9.7,39.48,9.17,32.19,0.039,-0.288,45.97,-0.392
Hanwha Q CELLS Q_PEAK G3_1 295,Hanwha Q CELLS,Multi-c-Si,295,269.8,1.67,1,1.67,60,9.7,39.48,9.17,32.19,0.044,-0.29,45.84,-0.408
Hanwha Q CELLS Q_PEAK G4_1_SC 295,Hanwha Q CELLS,Multi-c-Si,295,269.8,1.67,1,1.67,60,9.7,39.48,9.17,32.19,0.044,-0.29,45.84,-0.408
Hanwha Q CELLS Q_PEAK-G4_1 295,Hanwha Q CELLS,Mono-c-Si,295,272.6,1.67,,,60,9.7,39.48,9.17,32.19,0.045,-0.28,44.89,-0.379
Hanwha Q CELLS Q_PLUS BFR-G4_1 295,Hanwha Q CELLS,Multi-c-Si,295,270.8,1.67,,,60,9.58,39.73,9.05,32.59,0.04,-0.29,45.39,-0.4
Hanwha Q CELLS Q_PRO L 295,Hanwha Q CELLS,Multi-c-Si,295,262.9,1.932528,0.988,1.956,72,8.73,45.2,8.29,35.6,0.049,-0.319,47.7,-0.458
Hanwha Q CELLS Q_PEAK BLK-G4_1 300,Hanwha Q CELLS,Mono-c-Si,300,275.3,1.67,,,60,9.77,39.76,9.26,32.41,0.039,-0.288,45.97,-0.392
Hanwha Q CELLS Q_PEAK BLK-G4_1_TAA 300,Hanwha Q CELLS,Mono-c-Si,300,275.3,1.67,,,60,9.77,39.76,9.26,32.41,0.039,-0.288,45.97,-0.392
Hanwha Q CELLS Q_PEAK DUO BLK-G5 300,Hanwha Q CELLS,Mono-c-Si,300,277.9,1.62,,,120,9.72,39.48,9.25,32.43,0.038,-0.277,45.57,-0.361
Hanwha Q CELLS Q_PEAK G3_1 300,Hanwha Q CELLS,Multi-c-Si,300,274.5,1.67,1,1.67,60,9.77,39.76,9.26,32.41,0.044,-0.29,45.84,-0.408
Hanwha Q CELLS Q_PEAK G4_1_ Max 300,Hanwha Q CELLS,Multi-c-Si,300,274.6,1.641408,0.996,1.648,60,9.77,35,9.26,32.41,0.044,-0.29,45.84,-0.408
Hanwha Q CELLS Q_PEAK G4_1_SC 300,Hanwha Q CELLS,Multi-c-Si,300,274.5,1.67,1,1.67,60,9.77,39.76,9.26,32.41,0.044,-0.29,45.84,-0.408
Hanwha Q CELLS Q_PEAK G4_1_TAA 300,Hanwha Q CELLS,Multi-c-Si,300,274.5,1.67,1,1.67,60,9.77,39.76,9.26,32.41,0.044,-0.29,45.84,-0.408
Hanwha Q CELLS Q_PEAK-G4_1 300,Hanwha Q CELLS,Mono-c-Si,300,277.6,1.61,,,60,9.77,39.76,9.26,32.41,0.045,-0.28,44.89,-0.379
Hanwha Q CELLS Q_PRO L 300,Hanwha Q CELLS,Multi-c-Si,300,267.5,1.932528,0.988,1.956,72,8.82,45.4,8.38,35.8,0.049,-0.319,47.7,-0.458
Hanwha Q CELLS Q_PRO L-G3 300,Hanwha Q CELLS,Multi-c-Si,300,272.2,1.972,1,1.972,72,8.92,44.9,8.31,36.09,0.05,-0.3,46.6,-0.41
Hanwha Q CELLS Q_PEAK BLK-G4_1 305,Hanwha Q CELLS,Mono-c-Si,305,281.3,1.62,,,60,9.84,40.05,9.35,32.62,0.042,-0.274,46.52,-0.367
Hanwha Q CELLS Q_PEAK DUO BLK-G5 305,Hanwha Q CELLS,Mono-c-Si,305,280.3,1.621,,,120,9.78,39.75,9.31,32.78,0.047,-0.285,47.39,-0.366
Hanwha Q CELLS Q_PEAK DUO-G5 305,Hanwha Q CELLS,Mono-c-Si,305,281.7,1.63,,,120,9.93,39.35,9.44,32.3,0.04,-0.282,45.48,-0.378
Hanwha Q CELLS Q_PEAK G3_1 305,Hanwha Q CELLS,Multi-c-Si,305,279.2,1.67,1,1.67,60,9.84,40.05,9.35,32.62,0.044,-0.29,45.84,-0.408
Hanwha Q CELLS Q_PEAK G4_1_ Max 305,Hanwha Q CELLS,Multi-c-Si,305,279.3,1.641408,0.996,1.648,60,9.84,35,9.35,32.62,0.044,-0.29,45.84,-0.408
Hanwha Q CELLS Q_PEAK G4_1_SC 305,Hanwha Q CELLS,Multi-c-Si,305,279.2,1.67,1,1.67,60,9.84,40.05,9.35,32.62,0.044,-0.29,45.84,-0.408
Hanwha Q CELLS Q_PEAK G4_1_TAA 305,Hanwha Q CELLS,Multi-c-Si,305,279.2,1.67,1,1.67,60,9.84,40.05,9.35,32.62,0.044,-0.29,45.84,-0.408
Hanwha Q CELLS Q_PEAK-G4_1 305,Hanwha Q CELLS,Mono-c-Si,305,282.1,1.67,,,60,9.84,40.05,9.35,32.62,0.045,-0.28,44.89,-0.379
Hanwha Q CELLS Q_PRO L 305,Hanwha Q CELLS,Multi-c-Si,305,272.1,1.932528,0.988,1.956,72,8.9,45.5,8.45,36.1,0.049,-0.319,47.7,-0.458
Hanwha Q CELLS Q_PRO L-G2 305,Hanwha Q CELLS,Multi-c-Si,305,274.6,1.737248,0.932,1.864,72,8.99,45.14,8.38,36.39,0.035,-0.333,46.5,-0.46
Hanwha Q CELLS Q_PRO L-G2_3 305,Hanwha Q CELLS,Multi-c-Si,305,276,1.912936,0.982,1.948,72,8.92,45.06,8.32,36.66,0.05,-0.31,46.9,-0.42
Hanwha Q CELLS Q_PRO L-G3 305,Hanwha Q CELLS,Multi-c-Si,305,276.8,1.972,1,1.972,72,8.99,45.14,8.38,36.39,0.05,-0.3,46.6,-0.41
Hanwha Q CELLS B_LINE PRO L-G4_1 307,Hanwha Q CELLS,Multi-c-Si,308,284.6,1.994,1,1.994,72,8.96,45.2,8.35,36.8,0.04,-0.29,43.2,-0.4
Hanwha Q CELLS Q_PEAK DUO BLK-G5 310,Hanwha Q CELLS,Mono-c-Si,310,287.4,1.62,,,60,9.83,40.02,9.36,33.12,0.038,-0.277,45.57,-0.361
Hanwha Q CELLS Q_PEAK DUO BLK-G5_SC 310,Hanwha Q CELLS,Mono-c-Si,310,287.4,1.62,,,60,9.83,40.02,9.36,33.12,0.038,-0.277,45.57,-0.361
Hanwha Q CELLS Q_PEAK DUO-G5 310,Hanwha Q CELLS,Mono-c-Si,310,286.5,1.62,,,60,9.98,39.61,9.5,32.64,0.04,-0.282,45.48,-0.378
Hanwha Q CELLS Q_PEAK-G4_1 310,Hanwha Q CELLS,Mono-c-Si,310,287.1,1.61,,,60,9.91,40.33,9.44,32.83,0.045,-0.28,44.89,-0.379
Hanwha Q CELLS Q_PRO L 310,Hanwha Q CELLS,Multi-c-Si,310,283.8,1.932528,0.988,1.956,72,9.08,45.75,8.65,36.15,0.05,-0.32,43.6,-0.44
Hanwha Q CELLS Q_PRO L G4 310,Hanwha Q CELLS,Multi-c-Si,310,283.4,1.994,1,1.994,72,8.99,45.29,8.39,36.96,0.04,-0.31,45.1,-0.41
Hanwha Q CELLS Q_PRO L G4_1 310,Hanwha Q CELLS,Multi-c-Si,310,283.4,1.994,1,1.994,72,8.99,45.29,8.39,36.96,0.04,-0.31,45.1,-0.41
Hanwha Q CELLS Q_PRO L-G2 310,Hanwha Q CELLS,Multi-c-Si,310,279.3,1.737248,0.932,1.864,72,9.06,45.37,8.45,36.68,0.035,-0.333,46.5,-0.46
Hanwha Q CELLS Q_PRO L-G2_3 310,Hanwha Q CELLS,Multi-c-Si,310,280.6,1.912936,0.982,1.948,72,8.99,45.29,8.39,36.96,0.05,-0.31,46.9,-0.42
Hanwha Q CELLS Q_PRO L-G3 310,Hanwha Q CELLS,Multi-c-Si,310,281.5,1.972,1,1.972,72,9.06,45.37,8.45,36.68,0.05,-0.3,46.6,-0.41
Hanwha Q CELLS Q_PRO L-G3_1 310,Hanwha Q CELLS,Multi-c-Si,310,283.8,1.994,1,1.994,72,8.99,45.29,8.39,36.96,0.05,-0.31,44.8,-0.41
Hanwha Q CELLS Q_PEAK DUO BLK-G5 315,Hanwha Q CELLS,Mono-c-Si,315,292.2,1.62,,,120,9.89,40.29,9.41,33.46,0.038,-0.277,45.57,-0.361
Hanwha Q CELLS Q_PEAK DUO BLK-G5_SC 315,Hanwha Q CELLS,Mono-c-Si,315,292.2,1.62,,,60,9.89,40.29,9.41,33.46,0.038,-0.277,45.57,-0.361
Hanwha Q CELLS Q_PEAK DUO-G5 315,Hanwha Q CELLS,Mono-c-Si,315,291.2,1.63,,,120,10.04,39.87,9.55,32.98,0.04,-0.282,45.48,-0.378
Hanwha Q CELLS Q_PEAK DUO-G7 315,Hanwha Q CELLS,Mono-c-Si,315,292.2,1.63,,,60,9.99,39.84,9.51,33.14,0.038,-0.272,45.85,-0.356
Hanwha Q CELLS Q_PEAK-G4_1 315,Hanwha Q CELLS,Mono-c-Si,315,291.9,1.61,,,60,9.98,40.62,9.53,33.04,0.045,-0.28,44.89,-0.379
Hanwha Q CELLS Q_PRO L G2 315,Hanwha Q CELLS,Multi-c-Si,315,288.5,1.912936,0.982,1.948,72,9.12,45.61,8.52,36.97,0.04,-0.32,43.6,-0.44
Hanwha Q CELLS Q_PRO L G4 315,Hanwha Q CELLS,Multi-c-Si,315,288,1.994,1,1.994,72,9.06,45.53,8.46,36.96,0.04,-0.31,45.1,-0.41
Hanwha Q CELLS Q_PRO L G4_1 315,Hanwha Q CELLS,Multi-c-Si,315,288,1.994,1,1.994,72,9.06,45.53,8.46,36.96,0.04,-0.31,45.1,-0.41
Hanwha Q CELLS Q_PRO L-G2_3 315,Hanwha Q CELLS,Multi-c-Si,315,285.3,1.912936,0.982,1.948,72,9.06,45.53,8.46,37.24,0.05,-0.31,46.9,-0.42
Hanwha Q CELLS Q_PRO L-G3 315,Hanwha Q CELLS,Multi-c-Si,315,286.1,1.972,1,1.972,72,9.12,45.61,8.52,36.97,0.05,-0.3,46.6,-0.41
Hanwha Q CELLS Q_PRO L-G3_1 315,Hanwha Q CELLS,Multi-c-Si,315,288.4,1.994,1,1.994,72,9.06,45.53,8.46,37.24,0.05,-0.31,44.8,-0.41
Hanwha Q CELLS B_LINE PLUS L-G4_2 317,Hanwha Q CELLS,Multi-c-Si,317,293.1,1.994,1,1.994,72,9.36,46,8.76,36.2,0.04,-0.29,43.2,-0.4
Hanwha Q CELLS Q_PEAK DUO BLK-G5 320,Hanwha Q CELLS,Mono-c-Si,320,297,1.62,,,120,9.94,40.56,9.47,33.8,0.038,-0.277,45.57,-0.361
Hanwha Q CELLS Q_PEAK DUO BLK-G5_SC 320,Hanwha Q CELLS,Mono-c-Si,320,297,1.62,,,60,9.94,40.56,9.47,33.8,0.038,-0.277,45.57,-0.361
Hanwha Q CELLS Q_PEAK DUO BLK-G6+ 320,Hanwha Q CELLS,Mono-c-Si,320,298.9,1.734,,,60,10.3,39.65,9.8,32.64,0.044,-0.269,44.36,-0.343
Hanwha Q CELLS Q_PEAK DUO-G5 320,Hanwha Q CELLS,Mono-c-Si,320,295.9,1.63,,,120,10.09,40.13,9.6,33.32,0.04,-0.282,45.48,-0.378
Hanwha Q CELLS Q_PEAK DUO-G5_SC 320,Hanwha Q CELLS,Mono-c-Si,320,296,1.62,,,60,10.09,40.13,9.6,33.32,0.04,-0.282,45.48,-0.378
Hanwha Q CELLS Q_PEAK DUO-G7 320,Hanwha Q CELLS,Mono-c-Si,320,296.9,1.63,,,60,10.04,40.1,9.56,33.47,0.038,-0.272,45.85,-0.356
Hanwha Q CELLS Q_PLUS L-G4 320,Hanwha Q CELLS,Multi-c-Si,320,292.7,1.994,1,1.994,72,9.39,46.17,8.76,36.39,0.04,-0.31,45.1,-0.41
Hanwha Q CELLS Q_PLUS L-G4_1 320,Hanwha Q CELLS,Multi-c-Si,320,292.7,1.994,1,1.994,72,9.39,46.17,8.76,36.39,0.04,-0.31,45.1,-0.41
Hanwha Q CELLS Q_PLUS L-G4_2 320,Hanwha Q CELLS,Multi-c-Si,320,295.9,1.994,1,1.994,72,9.39,46.17,8.79,36.39,0.04,-0.29,43.2,-0.4
Hanwha Q CELLS Q_PRO L G4 320,Hanwha Q CELLS,Multi-c-Si,320,292.7,1.994,1,1.994,72,9.13,45.76,8.53,37.53,0.04,-0.31,45.1,-0.41
Hanwha Q CELLS Q_PRO L G4_1 320,Hanwha Q CELLS,Multi-c-Si,320,292.7,1.994,1,1.994,72,9.13,45.76,8.53,37.53,0.04,-0.31,45.1,-0.41
Hanwha Q CELLS Q_PRO L-G3_1 320,Hanwha Q CELLS,Multi-c-Si,320,293.1,1.994,1,1.994,72,9.13,45.76,8.53,37.53,0.05,-0.31,44.8,-0.41
Hanwha Q CELLS B_LINE PLUS L-G4_1 322,Hanwha Q CELLS,Multi-c-Si,323,298.7,1.994,1,1.994,72,9.16,45.9,8.56,37.7,0.04,-0.29,43.2,-0.4
Hanwha Q CELLS B_LINE PRO L-G4_1 322,Hanwha Q CELLS,Multi-c-Si,323,298.7,1.994,1,1.994,72,9.16,45.9,8.56,37.7,0.04,-0.29,43.2,-0.4
Hanwha Q CELLS B_LINE PLUS L-G4_2 325,Hanwha Q CELLS,Multi-c-Si,325,300.6,1.994,1,1.994,72,9.44,46.3,8.85,36.7,0.04,-0.29,43.2,-0.4
Hanwha Q CELLS Q_PEAK DUO BLK-G6+ 325,Hanwha Q CELLS,Mono-c-Si,325,303.7,1.734,,,60,10.36,39.9,9.86,32.97,0.044,-0.269,44.36,-0.343
Hanwha Q CELLS Q_PEAK DUO-G5 325,Hanwha Q CELLS,Mono-c-Si,325,303.2,1.636,,,60,10.14,40.4,9.66,33.65,0.044,-0.269,44.73,-0.352
Hanwha Q CELLS Q_PEAK DUO-G5_SC 325,Hanwha Q CELLS,Mono-c-Si,325,300.7,1.62,,,60,10.14,40.4,9.66,33.65,0.04,-0.282,45.48,-0.378
Hanwha Q CELLS Q_PEAK DUO-G7 325,Hanwha Q CELLS,Mono-c-Si,325,301.7,1.63,,,60,10.1,40.36,9.61,33.81,0.038,-0.272,45.85,-0.356
Hanwha Q CELLS Q_PLUS L-G4 325,Hanwha Q CELLS,Multi-c-Si,325,297.4,1.994,1,1.994,72,9.44,46.43,8.85,36.7,0.04,-0.31,45.1,-0.41
Hanwha Q CELLS Q_PLUS L-G4_1 325,Hanwha Q CELLS,Multi-c-Si,325,297.4,1.994,1,1.994,72,9.44,46.43,8.85,36.7,0.04,-0.31,45.1,-0.41
